,korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
2219,말없이,silently; in silence,一声不吭地,yīshēngbùkēngdì,성격 표현하기,2
2220,무서워하다,be afraid; be scared,害怕,hàipà,성격 표현하기,2
2221,부정적,contradictory,否定的,fǒudìngde,성격 표현하기,2
2222,신중,caution; prudence; discretion,慎重,shènzhòng,성격 표현하기,2
2223,부끄러워하다,be ashamed of,害羞，不好意思,hàixiū，bùhǎoyìsī,성격 표현하기,2
2224,부끄러움,shyness; bashfulness,害羞，羞愧，羞耻,hàixiū，xiūkuì，xiūchǐ,성격 표현하기,2
2225,속마음,heart,内心，心思,nèixīn，xīnsī,성격 표현하기,2
2226,날카롭다,sharp; pointed,锐利，锋利,ruìlì，fēnglì,성격 표현하기,2
2227,인간적,human,人的，人类的,rénde，rénlèide,성격 표현하기,2
2228,신사,gentleman,绅士,shēnshì,성격 표현하기,2
2229,마음대로,at will,随心所欲，随意，随便,suíxīnsuǒyù，suíyì，suíbiàn,성격 표현하기,2
2230,수동적,passive,被动的,bèidòngde,성격 표현하기,2
2231,유치하다,young,幼小，稚嫩,yòuxiǎo，zhìnèn,성격 표현하기,2
2232,이기적,selfish; self-centered; egotistic,利己的,lìjǐde,성격 표현하기,2
2233,성실,faithfulness; sincerity,诚实，老实，踏实,chéngshí，lǎoshí，tàshí,성격 표현하기,2
2234,비판적,being critical,批评性，批判的,pīpíngxìng，pīpànde,성격 표현하기,2
2235,현실적,being realistic; being practical; being probable,现实的,xiànshíde,성격 표현하기,2
2236,활동적,active; energetic,有活力的，活动性强的,yǒuhuólìde，huódòngxìngqiángde,성격 표현하기,2
2237,활발히,vigorously; energetically; actively,活泼地，活跃地，生龙活虎地,huópōdì，huóyuèdì，shēnglónghuóhǔdì,성격 표현하기,2
2238,엄격,rigidness; sternness; austerity,严格,yángé,성격 표현하기,2
2239,솔직히,frankly; honestly,坦率地，老实地,tǎnshuàidì，lǎoshídì,성격 표현하기,2
2240,순진,innocence,纯真，天真,chúnzhēn，tiānzhēn,성격 표현하기,2
2241,힘차다,strong; powerful; vigorous,有力，朝气蓬勃，有力量,yǒulì，zhāoqìpéngbó，yǒulìliàng,성격 표현하기,2
2242,유머,humor; joke,幽默,yōumò,성격 표현하기,2
2243,본래,origin,本来，原来,běnlái，yuánlái,성격 표현하기,2
2244,불친절,unkindness; unfriendliness,不亲切，不热情,bùqīnqiè，bùrèqíng,성격 표현하기,2
2245,본능,instinct,本能,běnnéng,성격 표현하기,2
2246,멋대로,as one likes,随便，随性子,suíbiàn，suíxìngzi,성격 표현하기,2
2247,현실적,realistic; practical; probable,现实的,xiànshíde,성격 표현하기,2
2248,장단점,strengths and weaknesses; pros and cons,优缺点,yōuquēdiǎn,성격 표현하기,2
2249,곱다,beautiful,美，美丽,měi，měilì,성격 표현하기|복장 표현하기|외모 표현하기,2
2250,오해,misunderstanding,误解，误会,wùjiě，wùhuì,실수담 말하기,2
2251,어긋나다,be dislocated; be out of joint,错位,cuòwèi,실수담 말하기,2
2252,저지르다,commit; make,惹事，闯祸,rěshì，chuǎnghuò,실수담 말하기,2
2253,빠뜨리다,drop; let fall into,使落入，使掉进,shǐluòrù，shǐdiàojìn,실수담 말하기,2
2254,핑계,excuse,借口，说辞,jièkǒu，shuōcí,실수담 말하기,2
2255,착각,illusion; delusion,错觉，误认,cuòjué，wùrèn,실수담 말하기,2
2256,망치다,ruin; spoil,搞砸，毁灭,gǎozá，huǐmiè,실수담 말하기,2
2257,어떡하다,eotteokada,(无对应词汇),(wúduìyìngcíhuì),실수담 말하기,2
2258,어기다,break; infringe; disobey,违反，违背,wéifǎn，wéibèi,실수담 말하기,2
2259,순간,moment,瞬间，刹那,shùnjiān，chànà,실수담 말하기,2
2260,엉망,mess; disaster; chaos,杂乱，混杂,záluàn，hùnzá,실수담 말하기,2
2261,장난,game; joke,闹着玩，开玩笑,nàozhewán，kāiwánxiào,실수담 말하기,2
2262,구멍,hole; pit,窟窿，洞，孔,kūlóng，dòng，kǒng,실수담 말하기,2
2263,순식간,instant; moment,瞬息间，刹那间,shùnxījiān，chànàjiān,실수담 말하기,2
2264,용서,forgiveness; mercy,饶恕，宽恕，原谅,ráoshù，kuānshù，yuánliàng,실수담 말하기,2
2265,부주의,carelessness,不注意，疏忽大意,bùzhùyì，shūhūdàyì,실수담 말하기,2
2266,순간적,being momentary,瞬间的，刹那间的,shùnjiānde，chànàjiānde,실수담 말하기,2
2267,엉터리,nonsense; absurdity; sham,荒唐，荒唐的人,huāngtáng，huāngtángderén,실수담 말하기,2
2268,순간적,momentary,瞬间的，刹那间的,shùnjiānde，chànàjiānde,실수담 말하기,2
2269,유창하다,fluent,流畅，流利,liúchàng，liúlì,언어,2
2270,한국어,Korean; Korean language,韩国语，韩语,hánguóyǔ，hányǔ,언어,2
2271,한국말,Korean; Korean language,韩国语，韩语,hánguóyǔ，hányǔ,언어,2
2272,속담,adage; old saying; proverb,俗语，谚语,súyǔ，yànyǔ,언어,2
2273,어휘,vocabulary; stock of words; lexicon,词汇,cíhuì,언어,2
2274,억양,intonation; accent,语调，抑扬,yǔdiào，yìyáng,언어,2
2275,반말,informal speech,平语， 非敬阶用语,píngyǔ， fēijìngjiēyòngyǔ,언어,2
2276,일석이조,killing two birds with one stone,一石二鸟，一举两得,yīshí'èrniǎo，yījǔliǎngdé,언어,2
2277,국어,official language; native language,国语,guóyǔ,언어,2
2278,높임말,honorific,敬语，敬称,jìngyǔ，jìngchēng,언어,2
2279,문법,grammar,语法,yǔfǎ,언어,2
2280,반대말,antonym,反义词,fǎnyìcí,언어,2
2281,발음,pronunciation,发音,fāyīn,언어,2
2282,맞춤법,spelling,拼写法,pīnxiěfǎ,언어,2
2283,비유,analogy; being figurative; metaphor,比喻,bǐyù,언어,2
2284,욕,foul language; abusive language,骂，辱骂,mà，rǔmà,언어,2
2285,통역,interpretation,口译，翻译,kǒuyì，fānyì,언어,2
2286,해석,interpretation; comprehension; explanation,解释,jiěshì,언어,2
2287,한자,Chinese characters,汉字,hànzì,언어,2
2288,일본어,Japanese,日语，日本语,rìyǔ，rìběnyǔ,언어,2
2289,반복,repetition,反复，重复,fǎnfù，chóngfù,언어,2
2290,용어,term; terminology,用语，术语,yòngyǔ，shùyǔ,언어,2
2291,수수께끼,riddle,谜语,míyǔ,언어,2
2292,표준어,official language,标准语，普通话,biāozhǔnyǔ，pǔtōnghuà,언어,2
2293,중국어,Chinese,中国语,zhōngguóyǔ,언어,2
2294,부정확,inaccuracy; incorrectness,不准确，不正确,bùzhǔnquè，bùzhèngquè,언어,2
2295,말하기,speaking class,会话，说,huìhuà，shuō,언어,2
2296,독일어,German,德语,déyǔ,언어,2
2297,일어,Japanese,日语,rìyǔ,언어,2
2298,이르다,arrive; reach,抵达，到,dǐdá，dào,여행,2
2299,머무르다,stay temporarily; stop over; anchor,逗留，暂住,dòuliú，zànzhù,여행,2
2300,꾸리다,pack,收拾，打点,shōushí，dǎdiǎn,여행,2
2301,머물다,stay temporarily; stop over; anchor,滞留，逗留，留,zhìliú，dòuliú，liú,여행,2
2302,일정,program; schedule,日程，行程,rìchéng，xíngchéng,여행,2
2303,비용,cost; expense,费，费用,fèi，fèiyòng,여행,2
2304,멀미,motion sickness; travel sickness,晕车，晕船,yùnchē，yùnchuán,여행,2
2305,묵다,stay; lodge,住，停留,zhù，tíngliú,여행,2
2306,경비,expense; expenditure; cost,经费，费用,jīngfèi，fèiyòng,여행,2
2307,해돋이,sunrise,日出,rìchū,여행,2
2308,기념,commemoration; memory,纪念,jìniàn,여행,2
2309,단체,group; society; association,团体，集体，团伙,tuántǐ，jítǐ，tuánhuǒ,여행,2
2310,코스,course,路线,lùxiàn,여행,2
2311,볼거리,attraction,看点，好看的东西,kàndiǎn，hǎokàndedōngxī,여행,2
2312,일출,sunrise,日出,rìchū,여행,2
2313,시각, time; hour,时刻，时候,shíkè，shíhòu,여행,2
2314,유적지,historic site,遗址,yízhǐ,여행,2
2315,유물,relic; remains; antiquity,遗物，遗存，遗迹,yíwù，yícún，yíjì,여행,2
2316,기념품,souvenir,纪念品,jìniànpǐn,여행,2
2317,비자,visa,签证,qiānzhèng,여행,2
2318,계곡,valley,溪谷，山涧,xīgǔ，shānjiàn,여행,2
2319,귀국,homecoming; return to one´s country ,归国，回国,guīguó，huíguó,여행,2
2320,탑승객,passenger,乘客,chéngkè,여행,2
2321,숙박,lodging; staying,住宿，投宿,zhùsù，tóusù,여행,2
2322,이동,movement; migration,移动,yídòng,여행,2
2323,목적지,destination,目的地,mùdìdì,여행,2
2324,입국,entry into a country,入境,rùjìng,여행,2
2325,유적,remains; ruins,遗迹,yíjì,여행,2
2326,박,night,夜，宿,yè，sù,여행,2
2327,배낭여행,backpacking,背包旅行,bēibāolǚxíng,여행,2
2328,일행,party; company; companion,一行，一行人,yīxíng，yīxíngrén,여행,2
2329,출국,departure; leaving a country,出国，出境,chūguó，chūjìng,여행,2
2330,유럽,Europe,欧洲,ōuzhōu,여행,2
2331,이국적,being exotic,异国的，异域的,yìguóde，yìyùde,여행,2
2332,해변,beach; coast; seaside; seashore,海边，海滨,hǎibiān，hǎibīn,여행,2
2333,구경거리,attraction,可看的，热闹的，看点,kěkànde，rènàode，kàndiǎn,여행,2
2334,근교,suburb; outskirts,近郊，郊外,jìnjiāo，jiāowài,여행,2
2335,배낭,backpack; knapsack,背包,bēibāo,여행,2
2336,폭포,waterfall; falls; cascade,瀑布,pùbù,여행,2
2337,유람선,cruise ship	,游船，游览船,yóuchuán，yóulǎnchuán,여행,2
2338,승무원,crew member,乘务员,chéngwùyuán,여행,2
2339,콘도,membership resort,公寓式酒店，公寓，酒店式公寓,gōngyùshìjiǔdiàn，gōngyù，jiǔdiànshìgōngyù,여행,2
2340,탑,tower,塔,tǎ,여행,2
2341,물가,riverside; waterside,水边，岸边,shuǐbiān，ànbiān,여행,2
2342,이국적,exotic,异国的，异域的,yìguóde，yìyùde,여행,2
2343,숙박비,room charge; lodging expense,住宿费,zhùsùfèi,여행,2
2344,여관,inn,旅馆，旅店,lǚguǎn，lǚdiàn,여행,2
2345,여행가,professional traveler,旅行家,lǚxíngjiā,여행,2
2346,안내원,guide; docent; receptionist ,导游，解说员，接待员，讲解员,dǎoyóu，jiěshuōyuán，jiēdàiyuán，jiǎngjiěyuán,여행,2
2347,안내소,information desk; information booth,服务台，咨询处，问询处,fúwùtái，zīxúnchù，wènxúnchù,여행,2
2348,렌터카,rental car,租赁车辆,zūlìnchēliàng,여행,2
2349,일정표,schedule,日程表，行程表,rìchéngbiǎo，xíngchéngbiǎo,여행,2
2350,항공료,airfare; flight fare,机票价格，机票费用，空运费,jīpiàojiàgé，jīpiàofèiyòng，kōngyùnfèi,여행,2
2351,앞바다,offshore waters; the sea near the land,前海，近海,qiánhǎi，jìnhǎi,여행,2
2352,안내판,notice board; information board,告示板，指示牌,gàoshìbǎn，zhǐshìpái,여행,2
2353,안내서,handbook,指南，说明书,zhǐnán，shuōmíngshū,여행,2
2354,휴식,break; rest; recess,休憩,xiūqì,여행|주말 및 휴가,2
2355,해수욕장,beach,海水浴场,hǎishuǐyùchǎng,여행|주말 및 휴가,2
2356,휴양지,resort; getaway; holiday destination,休养地，疗养地,xiūyǎngdì，liáoyǎngdì,여행|주말 및 휴가,2
2357,휴가철,holiday season; vacation season,休假季，休假期,xiūjiàjì，xiūjiàqī,여행|주말 및 휴가,2
2358,창가,window,窗边，窗旁,chuāngbiān，chuāngpáng,여행|집 구하기,2
2359,창밖,outside a window,窗外,chuāngwài,여행|집 구하기,2
2360,낳다,give birth; deliver,生,shēng,연애와 결혼,2
2361,애정,love; affection,爱，爱心,ài，àixīn,연애와 결혼,2
2362,반하다,be attracted; be enchanted,迷上 ，着迷,míshàng ，zháomí,연애와 결혼,2
2363,삶,living,生活,shēnghuó,연애와 결혼,2
2364,장모,mother-in-law,丈母娘，岳母,zhàngmǔniáng，yuèmǔ,연애와 결혼,2
2365,키스,kiss,吻,wěn,연애와 결혼,2
2366,운명,fate; destiny,命运，宿命,mìngyùn，sùmìng,연애와 결혼,2
2367,장인,father-in-law,丈人，岳父,zhàngrén，yuèfù,연애와 결혼,2
2368,시아버지,father-in-law,公公,gōnggōng,연애와 결혼,2
2369,여보,hey; excuse me,喂,wèi,연애와 결혼,2
2370,이혼,divorce,离婚,líhūn,연애와 결혼,2
2371,연애,romance; courtship,恋爱,liàn'ài,연애와 결혼,2
2372,부인,woman,妇女,fùnǚ,연애와 결혼,2
2373,미혼,being single; being unmarried,未婚,wèihūn,연애와 결혼,2
2374,출산,childbirth; delivery; labor,生产，生育,shēngchǎn，shēngyù,연애와 결혼,2
2375,소개팅,blind date,相亲,xiāngqīn,연애와 결혼,2
2376,배우자,spouse,配偶，伴侣,pèi'ǒu，bànlǚ,연애와 결혼,2
2377,고백,confession; confiding; making a clean breast of something; fessing up; coming clean ,告白，坦白，表白,gàobái，tǎnbái，biǎobái,연애와 결혼,2
2378,청혼,marriage proposal,求婚,qiúhūn,연애와 결혼,2
2379,기혼,being married,已婚,yǐhūn,연애와 결혼,2
2380,임신,pregnancy,妊娠，怀孕,rènshēn，huáiyùn,연애와 결혼,2
2381,친정,the former home of a married woman,娘家,niángjiā,연애와 결혼,2
2382,결혼식장,wedding hall,婚礼大厅，喜堂,hūnlǐdàtīng，xǐtáng,연애와 결혼,2
2383,만남,meeting,相会，见面,xiānghuì，jiànmiàn,연애와 결혼,2
2384,장가,marriage,娶妻,qǔqī,연애와 결혼,2
2385,약혼,engagement; betrothal,订婚,dìnghūn,연애와 결혼,2
2386,약혼자,fiance; fiancee; the engaged person,订婚对象，未婚夫，未婚妻,dìnghūnduìxiàng，wèihūnfū，wèihūnqī,연애와 결혼,2
2387,약혼녀,fiancee; bride-to-be,未婚妻,wèihūnqī,연애와 결혼,2
2388,가꾸다,cultivate; grow,栽种，拾掇,zāizhòng，shíduō,외모 표현하기,2
2389,평범하다,ordinary; usual; common,平凡，一般,píngfán，yìbān,외모 표현하기,2
2390,꾸미다,decorate; adorn,装饰，装扮,zhuāngshì，zhuāngbàn,외모 표현하기,2
2391,야하다,erotic; racy; risque,色情，妖艳，黄,sèqíng，yāoyàn，huáng,외모 표현하기,2
2392,우아하다,elegant; graceful,优雅,yōuyǎ,외모 표현하기,2
2393,인상,impression,相貌，面相,xiàngmào，miànxiāng,외모 표현하기,2
2394,주먹,fist,拳头,quántou,외모 표현하기,2
2395,멀쩡하다,uninjured; unwounded,好好儿的，好端端的,hǎohǎo'érde，hǎoduānduānde,외모 표현하기,2
2396,피부,skin,皮肤,pífū,외모 표현하기,2
2397,향수,perfume,香水,xiāngshuǐ,외모 표현하기,2
2398,통통하다,chubby; stout,胖乎乎，胖嘟嘟,pànghūhū，pàngdūdū,외모 표현하기,2
2399,머리칼,hair,(无对应词汇),(wúduìyìngcíhuì),외모 표현하기,2
2400,멋지다,fine; nice; lovely,帅气，潇洒，优秀,shuàiqì，xiāosǎ，yōuxiù,외모 표현하기,2
2401,외모,appearance,外貌，外表,wàimào，wàibiǎo,외모 표현하기,2
2402,세련되다,polished; refined	,干练，老练,gànliàn，lǎoliàn,외모 표현하기,2
2403,동그랗다,circular; ball-shaped,溜圆，圆圆的,liūyuán，yuányuánde,외모 표현하기,2
2404,앞머리,forehead,脑门，额头,nǎomén，étóu,외모 표현하기,2
2405,단정하다,neat; tidy,端正，正经,duānzhèng，zhèngjīng,외모 표현하기,2
2406,둥글다,round,圆，圆圆的,yuán，yuányuánde,외모 표현하기,2
2407,미인,beauty; beautiful woman,美人，美女,měirén，měinǚ,외모 표현하기,2
2408,길다,grow,长,zhǎng,외모 표현하기,2
2409,살찌다,gain weight,长胖，发胖,zhǎngpàng，fāpàng,외모 표현하기,2
2410,촌스럽다,unpolished; countrified; dowdy ,土气，俗气,tǔqì，súqì,외모 표현하기,2
2411,눈빛,look in one's eyes,目光，眼神,mùguāng，yǎnshén,외모 표현하기,2
2412,염색,dyeing,染色,rǎnsè,외모 표현하기,2
2413,속눈썹,eyelashes,睫毛,jiémáo,외모 표현하기,2
2414,화장,make-up; putting on cosmetics,化妆,huàzhuāng,외모 표현하기,2
2415,면도,shave,剃须，刮脸，刮毛,tìxū，guāliǎn，guāmáo,외모 표현하기,2
2416,빗다,comb,梳，梳理,shū，shūlǐ,외모 표현하기,2
2417,이미지,image,印象，形象,yìnxiàng，xíngxiàng,외모 표현하기,2
2418,액세서리,accessories,饰品，首饰,shìpǐn，shǒushì,외모 표현하기,2
2419,생기,life; liveliness,朝气，活力,zhāoqì，huólì,외모 표현하기,2
